E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
,,,,,,0.419,-0.009,0.419,-0.021,0.139,-0.55,0.139,-0.543,,,,,,,,,,,,
,,,,,,0.419,-0.012,0.419,-0.009,0.139,-0.564,0.139,-0.574,,,,,,,,,,,,
,,,,,,0.419,-0.017,0.419,-0.018,0.139,-0.574,0.139,-0.547,,,,,,,,,,,,
,,,,,,0.418,-0.009,0.418,-0.014,0.138,-0.54,0.138,-0.564,,,,,,,,,,,,
,,,,,,0.418,-0.021,0.418,-0.009,0.138,-0.564,0.138,-0.543,,,,,,,,,,,,
,,,,,,0.418,-0.017,0.418,-0.009,0.138,-0.561,0.138,-0.557,,,,,,,,,,,,
,,,,,,0.418,-0.011,0.418,-0.012,0.137,-0.563,0.137,-0.563,,,,,,,,,,,,
,,,,,,0.417,-0.017,0.417,-0.018,0.137,-0.555,0.137,-0.54,,,,,,,,,,,,
,,,,,,0.417,-0.008,0.417,-0.017,0.136,-0.55,0.136,-0.549,,,,,,,,,,,,
,,,,,,0.417,-0.003,0.417,-0.017,0.136,-0.555,0.136,-0.55,,,,,,,,,,,,
,,,,,,0.417,0.003,0.417,-0.009,0.136,-0.549,0.136,-0.549,,,,,,,,,,,,
,,,,,,0.416,-0.015,0.416,-0.009,0.135,-0.561,0.135,-0.566,,,,,,,,,,,,
,,,,,,0.416,-0.011,0.416,-0.02,0.135,-0.552,0.135,-0.558,,,,,,,,,,,,
,,,,,,0.416,-0.009,0.416,-0.02,0.135,-0.564,0.135,-0.558,,,,,,,,,,,,
,,,,,,0.416,0,0.416,-0.014,0.134,-0.574,0.134,-0.56,,,,,,,,,,,,
,,,,,,0.415,-0.014,0.415,-0.009,0.134,-0.558,0.134,-0.55,,,,,,,,,,,,
,,,,,,0.415,-0.017,0.415,-0.011,0.133,-0.557,0.133,-0.541,,,,,,,,,,,,
,,,,,,0.415,-0.006,0.415,-0.014,0.133,-0.563,0.133,-0.569,,,,,,,,,,,,
,,,,,,0.415,-0.017,0.415,-0.014,0.133,-0.558,0.133,-0.549,,,,,,,,,,,,
,,,,,,0.414,-0.018,0.414,-0.018,0.132,-0.563,0.132,-0.544,,,,,,,,,,,,
,,,,,,0.414,-0.017,0.414,-0.011,0.132,-0.546,0.132,-0.555,,,,,,,,,,,,
,,,,,,0.414,-0.008,0.414,-0.014,0.132,-0.554,0.132,-0.56,,,,,,,,,,,,
,,,,,,0.414,-0.012,0.414,-0.017,0.131,-0.604,0.131,-0.6,,,,,,,,,,,,
,,,,,,0.413,-0.026,0.413,-0.011,0.131,-0.575,0.131,-0.567,,,,,,,,,,,,
,,,,,,0.413,-0.009,0.413,-0.018,0.13,-0.57,0.13,-0.567,,,,,,,,,,,,
,,,,,,0.413,-0.003,0.413,-0.009,0.13,-0.554,0.13,-0.561,,,,,,,,,,,,
,,,,,,0.413,-0.017,0.413,-0.021,0.13,-0.574,0.13,-0.561,,,,,,,,,,,,
,,,,,,0.412,-0.012,0.412,-0.005,0.129,-0.56,0.129,-0.555,,,,,,,,,,,,
,,,,,,0.412,-0.008,0.412,-0.012,0.129,-0.563,0.129,-0.574,,,,,,,,,,,,
,,,,,,0.412,-0.003,0.412,-0.024,0.129,-0.569,0.129,-0.558,,,,,,,,,,,,
,,,,,,0.412,-0.014,0.412,-0.017,0.128,-0.563,0.128,-0.577,,,,,,,,,,,,
,,,,,,0.411,-0.02,0.411,-0.014,0.128,-0.544,0.128,-0.549,,,,,,,,,,,,
,,,,,,0.411,-0.015,0.411,-0.021,0.127,-0.57,0.127,-0.563,,,,,,,,,,,,
,,,,,,0.411,0.002,0.411,-0.011,0.127,-0.574,0.127,-0.566,,,,,,,,,,,,
,,,,,,0.411,-0.017,0.411,-0.009,0.127,-0.555,0.127,-0.561,,,,,,,,,,,,
,,,,,,0.41,-0.015,0.41,-0.014,0.126,-0.544,0.126,-0.549,,,,,,,,,,,,
,,,,,,0.41,-0.017,0.41,-0.021,0.126,-0.561,0.126,-0.558,,,,,,,,,,,,
,,,,,,0.41,-0.006,0.41,-0.021,0.126,-0.56,0.126,-0.564,,,,,,,,,,,,
,,,,,,0.41,-0.014,0.41,-0.018,0.125,-0.595,0.125,-0.574,,,,,,,,,,,,
,,,,,,0.409,-0.017,0.409,-0.014,0.125,-0.541,0.125,-0.563,,,,,,,,,,,,
,,,,,,0.409,-0.02,0.409,-0.011,0.124,-0.555,0.124,-0.564,,,,,,,,,,,,
,,,,,,0.409,-0.009,0.409,-0.015,0.124,-0.575,0.124,-0.569,,,,,,,,,,,,
,,,,,,0.409,-0.014,0.409,-0.012,0.124,-0.564,0.124,-0.561,,,,,,,,,,,,
,,,,,,0.408,-0.018,0.408,-0.024,0.123,-0.541,0.123,-0.554,,,,,,,,,,,,
,,,,,,0.408,-0.017,0.408,-0.017,0.123,-0.577,0.123,-0.578,,,,,,,,,,,,
,,,,,,0.408,-0.009,0.408,-0.014,0.122,-0.547,0.122,-0.572,,,,,,,,,,,,
,,,,,,0.408,-0.003,0.408,-0.023,0.122,-0.593,0.122,-0.57,,,,,,,,,,,,
,,,,,,0.407,-0.023,0.407,-0.017,0.122,-0.575,0.122,-0.558,,,,,,,,,,,,
,,,,,,0.407,-0.014,0.407,-0.018,0.121,-0.56,0.121,-0.554,,,,,,,,,,,,
,,,,,,0.407,-0.012,0.407,-0.009,0.121,-0.584,0.121,-0.56,,,,,,,,,,,,
,,,,,,0.407,-0.02,0.407,-0.021,0.121,-0.577,0.121,-0.58,,,,,,,,,,,,
,,,,,,0.406,-0.014,0.406,-0.015,0.12,-0.55,0.12,-0.563,,,,,,,,,,,,
,,,,,,0.406,-0.008,0.406,-0.009,0.12,-0.566,0.12,-0.564,,,,,,,,,,,,
,,,,,,0.406,-0.005,0.406,-0.02,0.119,-0.549,0.119,-0.567,,,,,,,,,,,,
,,,,,,0.406,-0.017,0.406,-0.009,0.119,-0.6,0.119,-0.58,,,,,,,,,,,,
,,,,,,0.406,-0.017,0.406,-0.011,0.119,-0.554,0.119,-0.589,,,,,,,,,,,,
,,,,,,0.405,-0.018,0.405,-0.014,0.118,-0.575,0.118,-0.581,,,,,,,,,,,,
,,,,,,0.405,-0.012,0.405,-0.024,0.118,-0.575,0.118,-0.558,,,,,,,,,,,,
,,,,,,0.405,-0.017,0.405,-0.021,0.118,-0.567,0.118,-0.574,,,,,,,,,,,,
,,,,,,0.405,-0.024,0.405,-0.012,0.117,-0.564,0.117,-0.563,,,,,,,,,,,,
,,,,,,0.404,-0.015,0.404,-0.012,0.117,-0.578,0.117,-0.581,,,,,,,,,,,,
,,,,,,0.404,-0.012,0.404,-0.015,0.117,-0.554,0.117,-0.558,,,,,,,,,,,,
,,,,,,0.404,-0.018,0.404,-0.023,0.116,-0.606,0.116,-0.583,,,,,,,,,,,,
,,,,,,0.404,-0.02,0.404,-0.018,0.116,-0.56,0.116,-0.581,,,,,,,,,,,,
,,,,,,0.403,-0.009,0.403,-0.024,0.115,-0.57,0.115,-0.575,,,,,,,,,,,,
,,,,,,0.403,-0.018,0.403,-0.021,0.115,-0.609,0.115,-0.586,,,,,,,,,,,,
,,,,,,0.403,-0.034,0.403,-0.021,0.115,-0.59,0.115,-0.601,,,,,,,,,,,,
,,,,,,0.403,-0.015,0.403,-0.015,0.114,-0.567,0.114,-0.57,,,,,,,,,,,,
,,,,,,0.402,-0.017,0.402,-0.021,0.114,-0.577,0.114,-0.561,,,,,,,,,,,,
,,,,,,0.402,-0.011,0.402,-0.015,0.114,-0.58,0.114,-0.578,,,,,,,,,,,,
,,,,,,0.402,-0.011,0.402,-0.014,0.113,-0.597,0.113,-0.586,,,,,,,,,,,,
,,,,,,0.402,-0.011,0.402,-0.017,0.113,-0.57,0.113,-0.567,,,,,,,,,,,,
,,,,,,0.401,-0.011,0.401,-0.018,0.112,-0.592,0.112,-0.566,,,,,,,,,,,,
,,,,,,0.401,-0.006,0.401,-0.001,0.112,-0.575,0.112,-0.577,,,,,,,,,,,,
,,,,,,0.401,-0.018,0.401,-0.017,0.112,-0.566,0.112,-0.6,,,,,,,,,,,,
,,,,,,0.401,-0.021,0.401,-0.024,0.111,-0.58,0.111,-0.569,,,,,,,,,,,,
,,,,,,0.4,-0.017,0.4,-0.023,0.111,-0.583,0.111,-0.566,,,,,,,,,,,,
,,,,,,0.4,-0.006,0.4,-0.012,0.111,-0.574,0.111,-0.58,,,,,,,,,,,,
,,,,,,0.4,-0.005,0.4,-0.023,0.11,-0.598,0.11,-0.587,,,,,,,,,,,,
,,,,,,0.4,-0.018,0.4,-0.018,0.11,-0.572,0.11,-0.567,,,,,,,,,,,,
,,,,,,0.399,-0.009,0.399,-0.028,0.109,-0.577,0.109,-0.583,,,,,,,,,,,,
,,,,,,0.399,-0.023,0.399,-0.018,0.109,-0.598,0.109,-0.574,,,,,,,,,,,,
,,,,,,0.399,-0.003,0.399,-0.014,0.109,-0.589,0.109,-0.59,,,,,,,,,,,,
,,,,,,0.399,-0.014,0.399,-0.018,0.108,-0.575,0.108,-0.564,,,,,,,,,,,,
,,,,,,0.398,-0.012,0.398,-0.023,0.108,-0.597,0.108,-0.59,,,,,,,,,,,,
,,,,,,0.398,-0.018,0.398,-0.02,0.107,-0.587,0.107,-0.577,,,,,,,,,,,,
,,,,,,0.398,-0.02,0.398,-0.018,0.107,-0.586,0.107,-0.616,,,,,,,,,,,,
,,,,,,0.398,-0.018,0.398,-0.011,0.107,-0.606,0.107,-0.589,,,,,,,,,,,,
,,,,,,0.397,-0.012,0.397,-0.024,0.106,-0.583,0.106,-0.577,,,,,,,,,,,,
,,,,,,0.397,-0.023,0.397,-0.015,0.106,-0.59,0.106,-0.583,,,,,,,,,,,,
,,,,,,0.397,-0.018,0.397,-0.018,0.106,-0.589,0.106,-0.583,,,,,,,,,,,,
,,,,,,0.397,-0.023,0.397,-0.001,0.105,-0.577,0.105,-0.58,,,,,,,,,,,,
,,,,,,0.396,-0.011,0.396,-0.018,0.105,-0.59,0.105,-0.593,,,,,,,,,,,,
,,,,,,0.396,-0.014,0.396,-0.017,0.104,-0.574,0.104,-0.583,,,,,,,,,,,,
,,,,,,0.396,-0.026,0.396,-0.012,0.104,-0.597,0.104,-0.598,,,,,,,,,,,,
,,,,,,0.396,-0.02,0.396,-0.015,0.104,-0.569,0.104,-0.574,,,,,,,,,,,,
,,,,,,0.395,-0.018,0.395,-0.017,0.103,-0.578,0.103,-0.577,,,,,,,,,,,,
,,,,,,0.395,-0.012,0.395,-0.017,0.103,-0.603,0.103,-0.575,,,,,,,,,,,,
,,,,,,0.395,-0.015,0.395,-0.017,0.103,-0.598,0.103,-0.609,,,,,,,,,,,,
,,,,,,0.395,-0.018,0.395,-0.012,0.102,-0.595,0.102,-0.584,,,,,,,,,,,,
,,,,,,0.394,-0.017,0.394,-0.02,0.102,-0.598,0.102,-0.59,,,,,,,,,,,,
,,,,,,0.394,-0.021,0.394,-0.026,0.102,-0.575,0.102,-0.597,,,,,,,,,,,,
,,,,,,0.394,-0.014,0.394,-0.026,0.101,-0.597,0.101,-0.604,,,,,,,,,,,,
,,,,,,0.394,-0.015,0.394,-0.018,0.101,-0.584,0.101,-0.575,,,,,,,,,,,,
,,,,,,0.393,-0.012,0.393,-0.024,0.1,-0.584,0.1,-0.587,,,,,,,,,,,,
,,,,,,0.393,-0.026,0.393,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.393,-0.02,0.393,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.393,-0.023,0.393,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.392,-0.023,0.392,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.392,-0.021,0.392,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.392,-0.02,0.392,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.392,-0.024,0.392,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.391,-0.015,0.391,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.391,0.003,0.391,-0.006,,,,,,,,,,,,,,,,
,,,,,,0.391,-0.023,0.391,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.391,-0.018,0.391,-0.009,,,,,,,,,,,,,,,,
,,,,,,0.39,-0.024,0.39,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.39,-0.015,0.39,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.39,-0.023,0.39,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.39,-0.017,0.39,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.389,-0.011,0.389,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.389,-0.02,0.389,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.389,-0.021,0.389,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.389,-0.021,0.389,-0.011,,,,,,,,,,,,,,,,
,,,,,,0.388,-0.015,0.388,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.388,-0.009,0.388,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.388,-0.012,0.388,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.388,-0.012,0.388,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.387,-0.02,0.387,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.387,-0.012,0.387,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.387,-0.014,0.387,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.387,-0.017,0.387,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.386,-0.02,0.386,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.386,-0.021,0.386,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.386,-0.021,0.386,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.386,-0.023,0.386,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.385,-0.017,0.385,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.385,-0.023,0.385,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.385,-0.024,0.385,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.385,-0.014,0.385,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.384,-0.015,0.384,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.384,-0.005,0.384,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.384,-0.023,0.384,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.384,-0.014,0.384,-0.008,,,,,,,,,,,,,,,,
,,,,,,0.383,-0.018,0.383,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.383,-0.011,0.383,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.383,-0.017,0.383,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.383,-0.026,0.383,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.382,-0.015,0.382,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.382,-0.014,0.382,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.382,-0.018,0.382,-0.011,,,,,,,,,,,,,,,,
,,,,,,0.382,-0.026,0.382,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.381,-0.028,0.381,-0.031,,,,,,,,,,,,,,,,
,,,,,,0.381,-0.001,0.381,-0.003,,,,,,,,,,,,,,,,
,,,,,,0.381,-0.017,0.381,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.381,-0.012,0.381,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.38,-0.014,0.38,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.38,-0.023,0.38,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.38,-0.011,0.38,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.38,-0.014,0.38,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.379,-0.014,0.379,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.379,-0.008,0.379,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.379,-0.02,0.379,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.379,-0.018,0.379,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.378,-0.012,0.378,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.378,-0.017,0.378,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.378,-0.017,0.378,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.378,-0.023,0.378,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.377,-0.02,0.377,-0.011,,,,,,,,,,,,,,,,
,,,,,,0.377,-0.021,0.377,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.377,-0.023,0.377,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.377,-0.018,0.377,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.376,-0.02,0.376,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.376,-0.028,0.376,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.376,-0.02,0.376,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.376,-0.021,0.376,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.375,-0.023,0.375,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.375,-0.014,0.375,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.375,-0.018,0.375,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.375,-0.028,0.375,-0.015,,,,,,,,,,,,,,,,
,,,,,,0.374,-0.02,0.374,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.374,-0.018,0.374,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.374,-0.014,0.374,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.373,-0.023,0.373,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.373,-0.017,0.373,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.373,-0.018,0.373,-0.014,,,,,,,,,,,,,,,,
,,,,,,0.373,-0.028,0.373,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.372,-0.021,0.372,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.372,-0.024,0.372,-0.018,,,,,,,,,,,,,,,,
,,,,,,0.372,-0.021,0.372,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.372,-0.014,0.372,-0.032,,,,,,,,,,,,,,,,
,,,,,,0.371,-0.02,0.371,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.371,-0.028,0.371,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.371,-0.003,0.371,-0.012,,,,,,,,,,,,,,,,
,,,,,,0.371,-0.014,0.371,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.37,-0.021,0.37,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.37,-0.024,0.37,-0.031,,,,,,,,,,,,,,,,
,,,,,,0.37,-0.024,0.37,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.37,-0.024,0.37,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.369,-0.011,0.369,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.369,-0.015,0.369,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.369,-0.014,0.369,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.369,-0.023,0.369,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.368,-0.02,0.368,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.368,-0.018,0.368,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.368,-0.021,0.368,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.368,-0.018,0.368,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.367,-0.026,0.367,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.367,-0.017,0.367,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.367,-0.018,0.367,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.367,-0.017,0.367,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.366,-0.023,0.366,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.366,-0.017,0.366,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.366,-0.017,0.366,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.366,-0.021,0.366,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.365,-0.018,0.365,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.365,-0.017,0.365,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.365,-0.009,0.365,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.365,-0.031,0.365,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.364,-0.021,0.364,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.364,-0.026,0.364,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.364,-0.02,0.364,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.364,-0.012,0.364,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.363,-0.021,0.363,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.363,-0.024,0.363,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.363,-0.021,0.363,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.363,-0.026,0.363,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.362,-0.021,0.362,-0.024,,,,,,,,,,,,,,,,
,,,,,,0.362,-0.021,0.362,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.362,-0.024,0.362,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.362,-0.024,0.362,-0.003,,,,,,,,,,,,,,,,
,,,,,,0.361,-0.029,0.361,-0.032,,,,,,,,,,,,,,,,
,,,,,,0.361,-0.029,0.361,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.361,-0.014,0.361,-0.008,,,,,,,,,,,,,,,,
,,,,,,0.361,-0.028,0.361,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.36,-0.028,0.36,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.36,-0.021,0.36,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.36,-0.024,0.36,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.36,-0.024,0.36,-0.041,,,,,,,,,,,,,,,,
,,,,,,0.359,-0.034,0.359,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.359,-0.034,0.359,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.359,-0.028,0.359,-0.031,,,,,,,,,,,,,,,,
,,,,,,0.359,-0.034,0.359,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.358,-0.029,0.358,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.358,-0.028,0.358,-0.012,,,,,,,,,,,,,,,,
,,,,,,0.358,-0.029,0.358,-0.021,,,,,,,,,,,,,,,,
,,,,,,0.358,-0.031,0.358,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.357,-0.037,0.357,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.357,-0.029,0.357,-0.031,,,,,,,,,,,,,,,,
,,,,,,0.357,-0.028,0.357,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.357,-0.018,0.357,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.356,-0.011,0.356,-0.02,,,,,,,,,,,,,,,,
,,,,,,0.356,-0.014,0.356,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.356,-0.023,0.356,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.356,-0.032,0.356,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.355,-0.032,0.355,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.355,-0.026,0.355,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.355,-0.024,0.355,-0.044,,,,,,,,,,,,,,,,
,,,,,,0.355,-0.024,0.355,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.354,-0.029,0.354,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.354,-0.02,0.354,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.354,-0.023,0.354,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.354,-0.028,0.354,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.353,-0.011,0.353,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.353,-0.026,0.353,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.353,-0.024,0.353,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.353,-0.034,0.353,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.352,-0.038,0.352,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.352,-0.028,0.352,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.352,-0.035,0.352,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.352,-0.034,0.352,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.351,-0.026,0.351,-0.029,,,,,,,,,,,,,,,,
,,,,,,0.351,-0.037,0.351,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.351,-0.018,0.351,-0.017,,,,,,,,,,,,,,,,
,,,,,,0.351,-0.034,0.351,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.35,-0.023,0.35,-0.032,,,,,,,,,,,,,,,,
,,,,,,0.35,-0.038,0.35,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.35,-0.009,0.35,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.35,-0.031,0.35,-0.035,,,,,,,,,,,,,,,,
,,,,,,0.349,-0.024,0.349,-0.04,,,,,,,,,,,,,,,,
,,,,,,0.349,-0.041,0.349,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.349,-0.04,0.349,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.349,-0.023,0.349,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.348,-0.032,0.348,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.348,-0.028,0.348,-0.044,,,,,,,,,,,,,,,,
,,,,,,0.348,-0.034,0.348,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.348,-0.034,0.348,-0.043,,,,,,,,,,,,,,,,
,,,,,,0.347,-0.044,0.347,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.347,-0.035,0.347,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.347,-0.038,0.347,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.347,-0.04,0.347,-0.043,,,,,,,,,,,,,,,,
,,,,,,0.346,-0.04,0.346,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.346,-0.029,0.346,-0.026,,,,,,,,,,,,,,,,
,,,,,,0.346,-0.024,0.346,-0.04,,,,,,,,,,,,,,,,
,,,,,,0.346,-0.034,0.346,-0.034,,,,,,,,,,,,,,,,
,,,,,,0.345,-0.035,0.345,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.345,-0.043,0.345,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.345,-0.035,0.345,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.345,-0.043,0.345,-0.023,,,,,,,,,,,,,,,,
,,,,,,0.344,-0.038,0.344,-0.032,,,,,,,,,,,,,,,,
,,,,,,0.344,-0.034,0.344,-0.044,,,,,,,,,,,,,,,,
,,,,,,0.344,-0.043,0.344,-0.038,,,,,,,,,,,,,,,,
,,,,,,0.344,-0.038,0.344,-0.043,,,,,,,,,,,,,,,,
,,,,,,0.344,-0.04,0.344,-0.04,,,,,,,,,,,,,,,,
,,,,,,0.343,-0.047,0.343,-0.054,,,,,,,,,,,,,,,,
,,,,,,0.343,-0.047,0.343,-0.04,,,,,,,,,,,,,,,,
,,,,,,0.343,-0.041,0.343,-0.037,,,,,,,,,,,,,,,,
,,,,,,0.343,-0.04,0.343,-0.046,,,,,,,,,,,,,,,,
,,,,,,0.342,-0.043,0.342,-0.04,,,,,,,,,,,,,,,,
,,,,,,0.342,-0.049,0.342,-0.046,,,,,,,,,,,,,,,,
