E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.388,-0.026,0.388,-0.021,,,,,,,,,,,,,,,,,,,,
0.388,-0.031,0.388,-0.024,,,,,,,,,,,,,,,,,,,,
0.388,-0.026,0.388,-0.029,,,,,,,,,,,,,,,,,,,,
0.388,-0.026,0.388,-0.024,,,,,,,,,,,,,,,,,,,,
0.387,-0.024,0.387,-0.028,,,,,,,,,,,,,,,,,,,,
0.387,-0.029,0.387,-0.001,,,,,,,,,,,,,,,,,,,,
0.387,-0.023,0.387,-0.034,,,,,,,,,,,,,,,,,,,,
0.387,-0.029,0.387,-0.023,,,,,,,,,,,,,,,,,,,,
0.386,-0.021,0.386,-0.026,,,,,,,,,,,,,,,,,,,,
0.386,-0.028,0.386,-0.023,,,,,,,,,,,,,,,,,,,,
0.386,-0.026,0.386,-0.021,,,,,,,,,,,,,,,,,,,,
0.386,-0.031,0.386,-0.021,,,,,,,,,,,,,,,,,,,,
0.385,-0.015,0.385,-0.029,,,,,,,,,,,,,,,,,,,,
0.385,-0.028,0.385,-0.028,,,,,,,,,,,,,,,,,,,,
0.385,-0.032,0.385,-0.02,,,,,,,,,,,,,,,,,,,,
0.385,-0.035,0.385,-0.023,,,,,,,,,,,,,,,,,,,,
0.384,-0.021,0.384,-0.028,,,,,,,,,,,,,,,,,,,,
0.384,-0.021,0.384,-0.024,,,,,,,,,,,,,,,,,,,,
0.384,-0.026,0.384,-0.023,,,,,,,,,,,,,,,,,,,,
0.384,-0.026,0.384,-0.028,,,,,,,,,,,,,,,,,,,,
0.383,-0.028,0.383,-0.029,,,,,,,,,,,,,,,,,,,,
0.383,-0.023,0.383,-0.012,,,,,,,,,,,,,,,,,,,,
0.383,-0.031,0.383,-0.029,,,,,,,,,,,,,,,,,,,,
0.383,-0.021,0.383,-0.028,,,,,,,,,,,,,,,,,,,,
0.382,-0.031,0.382,-0.023,,,,,,,,,,,,,,,,,,,,
0.382,-0.034,0.382,-0.037,,,,,,,,,,,,,,,,,,,,
0.382,-0.018,0.382,-0.028,,,,,,,,,,,,,,,,,,,,
0.382,-0.024,0.382,-0.024,,,,,,,,,,,,,,,,,,,,
0.381,-0.026,0.381,-0.024,,,,,,,,,,,,,,,,,,,,
0.381,-0.023,0.381,-0.02,,,,,,,,,,,,,,,,,,,,
0.381,-0.023,0.381,-0.028,,,,,,,,,,,,,,,,,,,,
0.381,-0.028,0.381,-0.028,,,,,,,,,,,,,,,,,,,,
0.38,-0.023,0.38,-0.017,,,,,,,,,,,,,,,,,,,,
0.38,-0.02,0.38,-0.034,,,,,,,,,,,,,,,,,,,,
0.38,-0.021,0.38,-0.028,,,,,,,,,,,,,,,,,,,,
0.38,-0.028,0.38,-0.014,,,,,,,,,,,,,,,,,,,,
0.379,-0.029,0.379,-0.02,,,,,,,,,,,,,,,,,,,,
0.379,-0.034,0.379,-0.026,,,,,,,,,,,,,,,,,,,,
0.379,-0.023,0.379,-0.028,,,,,,,,,,,,,,,,,,,,
0.379,-0.024,0.379,-0.028,,,,,,,,,,,,,,,,,,,,
0.378,-0.02,0.378,-0.014,,,,,,,,,,,,,,,,,,,,
0.378,-0.037,0.378,-0.02,,,,,,,,,,,,,,,,,,,,
0.378,-0.021,0.378,-0.028,,,,,,,,,,,,,,,,,,,,
0.378,-0.02,0.378,-0.028,,,,,,,,,,,,,,,,,,,,
0.377,-0.031,0.377,-0.024,,,,,,,,,,,,,,,,,,,,
0.377,-0.035,0.377,-0.026,,,,,,,,,,,,,,,,,,,,
0.377,-0.024,0.377,-0.02,,,,,,,,,,,,,,,,,,,,
0.377,-0.024,0.377,-0.029,,,,,,,,,,,,,,,,,,,,
0.376,-0.023,0.376,-0.028,,,,,,,,,,,,,,,,,,,,
0.376,-0.034,0.376,-0.026,,,,,,,,,,,,,,,,,,,,
0.376,-0.024,0.376,-0.024,,,,,,,,,,,,,,,,,,,,
0.376,-0.021,0.376,-0.023,,,,,,,,,,,,,,,,,,,,
0.375,-0.031,0.375,-0.023,,,,,,,,,,,,,,,,,,,,
0.375,-0.031,0.375,-0.023,,,,,,,,,,,,,,,,,,,,
0.375,-0.023,0.375,-0.028,,,,,,,,,,,,,,,,,,,,
0.375,-0.021,0.375,-0.035,,,,,,,,,,,,,,,,,,,,
0.374,-0.031,0.374,-0.024,,,,,,,,,,,,,,,,,,,,
0.374,-0.037,0.374,-0.028,,,,,,,,,,,,,,,,,,,,
0.374,-0.018,0.374,-0.021,,,,,,,,,,,,,,,,,,,,
0.373,-0.021,0.373,-0.021,,,,,,,,,,,,,,,,,,,,
0.373,-0.018,0.373,-0.02,,,,,,,,,,,,,,,,,,,,
0.373,-0.024,0.373,-0.024,,,,,,,,,,,,,,,,,,,,
0.373,-0.034,0.373,-0.031,,,,,,,,,,,,,,,,,,,,
0.372,-0.021,0.372,-0.032,,,,,,,,,,,,,,,,,,,,
0.372,-0.021,0.372,-0.026,,,,,,,,,,,,,,,,,,,,
0.372,-0.034,0.372,-0.008,,,,,,,,,,,,,,,,,,,,
0.372,-0.024,0.372,-0.023,,,,,,,,,,,,,,,,,,,,
0.371,-0.024,0.371,-0.026,,,,,,,,,,,,,,,,,,,,
0.371,-0.026,0.371,-0.029,,,,,,,,,,,,,,,,,,,,
0.371,-0.003,0.371,-0.009,,,,,,,,,,,,,,,,,,,,
0.371,-0.035,0.371,-0.031,,,,,,,,,,,,,,,,,,,,
0.37,-0.028,0.37,-0.021,,,,,,,,,,,,,,,,,,,,
0.37,-0.029,0.37,-0.015,,,,,,,,,,,,,,,,,,,,
0.37,-0.032,0.37,-0.026,,,,,,,,,,,,,,,,,,,,
0.37,-0.032,0.37,-0.035,,,,,,,,,,,,,,,,,,,,
0.369,-0.023,0.369,-0.023,,,,,,,,,,,,,,,,,,,,
0.369,-0.023,0.369,-0.051,,,,,,,,,,,,,,,,,,,,
0.369,-0.032,0.369,-0.032,,,,,,,,,,,,,,,,,,,,
0.369,-0.026,0.369,-0.034,,,,,,,,,,,,,,,,,,,,
0.368,-0.024,0.368,-0.026,,,,,,,,,,,,,,,,,,,,
0.368,-0.024,0.368,-0.026,,,,,,,,,,,,,,,,,,,,
0.368,-0.037,0.368,-0.024,,,,,,,,,,,,,,,,,,,,
0.368,-0.028,0.368,-0.034,,,,,,,,,,,,,,,,,,,,
0.367,-0.026,0.367,-0.021,,,,,,,,,,,,,,,,,,,,
0.367,-0.028,0.367,-0.029,,,,,,,,,,,,,,,,,,,,
0.367,-0.031,0.367,-0.032,,,,,,,,,,,,,,,,,,,,
0.367,-0.021,0.367,-0.034,,,,,,,,,,,,,,,,,,,,
0.366,-0.024,0.366,-0.021,,,,,,,,,,,,,,,,,,,,
0.366,-0.035,0.366,-0.026,,,,,,,,,,,,,,,,,,,,
0.366,-0.023,0.366,-0.026,,,,,,,,,,,,,,,,,,,,
0.366,-0.023,0.366,-0.034,,,,,,,,,,,,,,,,,,,,
0.365,-0.024,0.365,-0.029,,,,,,,,,,,,,,,,,,,,
0.365,-0.021,0.365,-0.032,,,,,,,,,,,,,,,,,,,,
0.365,-0.034,0.365,-0.034,,,,,,,,,,,,,,,,,,,,
0.365,-0.024,0.365,-0.034,,,,,,,,,,,,,,,,,,,,
0.364,-0.026,0.364,-0.034,,,,,,,,,,,,,,,,,,,,
0.364,-0.026,0.364,-0.023,,,,,,,,,,,,,,,,,,,,
0.364,-0.021,0.364,-0.032,,,,,,,,,,,,,,,,,,,,
0.364,-0.026,0.364,-0.034,,,,,,,,,,,,,,,,,,,,
0.363,-0.024,0.363,-0.031,,,,,,,,,,,,,,,,,,,,
0.363,-0.02,0.363,-0.029,,,,,,,,,,,,,,,,,,,,
0.363,-0.031,0.363,-0.021,,,,,,,,,,,,,,,,,,,,
0.363,-0.04,0.363,-0.018,,,,,,,,,,,,,,,,,,,,
0.362,-0.034,0.362,-0.028,,,,,,,,,,,,,,,,,,,,
0.362,-0.024,0.362,-0.028,,,,,,,,,,,,,,,,,,,,
0.362,-0.037,0.362,-0.035,,,,,,,,,,,,,,,,,,,,
0.362,-0.024,0.362,-0.034,,,,,,,,,,,,,,,,,,,,
0.361,-0.028,0.361,-0.021,,,,,,,,,,,,,,,,,,,,
0.361,-0.034,0.361,-0.026,,,,,,,,,,,,,,,,,,,,
0.361,-0.021,0.361,-0.017,,,,,,,,,,,,,,,,,,,,
0.361,-0.02,0.361,-0.02,,,,,,,,,,,,,,,,,,,,
0.36,-0.028,0.36,-0.024,,,,,,,,,,,,,,,,,,,,
0.36,-0.02,0.36,-0.023,,,,,,,,,,,,,,,,,,,,
0.36,-0.028,0.36,-0.035,,,,,,,,,,,,,,,,,,,,
0.36,-0.018,0.36,-0.028,,,,,,,,,,,,,,,,,,,,
0.359,-0.024,0.359,-0.028,,,,,,,,,,,,,,,,,,,,
0.359,-0.02,0.359,-0.026,,,,,,,,,,,,,,,,,,,,
0.359,-0.028,0.359,-0.029,,,,,,,,,,,,,,,,,,,,
0.359,-0.024,0.359,-0.032,,,,,,,,,,,,,,,,,,,,
0.358,-0.026,0.358,-0.024,,,,,,,,,,,,,,,,,,,,
0.358,-0.02,0.358,-0.035,,,,,,,,,,,,,,,,,,,,
0.358,-0.026,0.358,-0.026,,,,,,,,,,,,,,,,,,,,
0.358,-0.028,0.358,-0.031,,,,,,,,,,,,,,,,,,,,
0.357,-0.034,0.357,-0.023,,,,,,,,,,,,,,,,,,,,
0.357,-0.026,0.357,-0.028,,,,,,,,,,,,,,,,,,,,
0.357,-0.028,0.357,-0.028,,,,,,,,,,,,,,,,,,,,
0.357,-0.026,0.357,-0.035,,,,,,,,,,,,,,,,,,,,
0.356,-0.028,0.356,-0.032,,,,,,,,,,,,,,,,,,,,
0.356,-0.038,0.356,-0.021,,,,,,,,,,,,,,,,,,,,
0.356,-0.035,0.356,-0.026,,,,,,,,,,,,,,,,,,,,
0.356,-0.02,0.356,-0.031,,,,,,,,,,,,,,,,,,,,
0.355,-0.031,0.355,-0.028,,,,,,,,,,,,,,,,,,,,
0.355,-0.028,0.355,-0.026,,,,,,,,,,,,,,,,,,,,
0.355,-0.031,0.355,-0.021,,,,,,,,,,,,,,,,,,,,
0.355,-0.034,0.355,-0.028,,,,,,,,,,,,,,,,,,,,
0.354,-0.023,0.354,-0.029,,,,,,,,,,,,,,,,,,,,
0.354,-0.035,0.354,-0.029,,,,,,,,,,,,,,,,,,,,
0.354,-0.031,0.354,-0.037,,,,,,,,,,,,,,,,,,,,
0.354,-0.026,0.354,-0.038,,,,,,,,,,,,,,,,,,,,
0.353,-0.034,0.353,-0.028,,,,,,,,,,,,,,,,,,,,
0.353,-0.032,0.353,-0.023,,,,,,,,,,,,,,,,,,,,
0.353,-0.034,0.353,-0.023,,,,,,,,,,,,,,,,,,,,
0.353,-0.029,0.353,-0.034,,,,,,,,,,,,,,,,,,,,
0.352,-0.026,0.352,-0.035,,,,,,,,,,,,,,,,,,,,
0.352,-0.023,0.352,-0.028,,,,,,,,,,,,,,,,,,,,
0.352,-0.043,0.352,-0.035,,,,,,,,,,,,,,,,,,,,
0.352,-0.032,0.352,-0.028,,,,,,,,,,,,,,,,,,,,
0.351,-0.035,0.351,-0.026,,,,,,,,,,,,,,,,,,,,
0.351,-0.037,0.351,-0.035,,,,,,,,,,,,,,,,,,,,
0.351,-0.028,0.351,-0.023,,,,,,,,,,,,,,,,,,,,
0.351,-0.011,0.351,-0.034,,,,,,,,,,,,,,,,,,,,
0.35,-0.034,0.35,-0.021,,,,,,,,,,,,,,,,,,,,
0.35,-0.028,0.35,-0.04,,,,,,,,,,,,,,,,,,,,
0.35,-0.029,0.35,-0.037,,,,,,,,,,,,,,,,,,,,
0.35,-0.028,0.35,-0.034,,,,,,,,,,,,,,,,,,,,
0.349,-0.026,0.349,-0.035,,,,,,,,,,,,,,,,,,,,
0.349,-0.028,0.349,-0.037,,,,,,,,,,,,,,,,,,,,
0.349,-0.04,0.349,-0.026,,,,,,,,,,,,,,,,,,,,
0.349,-0.028,0.349,-0.029,,,,,,,,,,,,,,,,,,,,
0.348,-0.024,0.348,-0.023,,,,,,,,,,,,,,,,,,,,
0.348,-0.023,0.348,-0.034,,,,,,,,,,,,,,,,,,,,
0.348,-0.034,0.348,-0.029,,,,,,,,,,,,,,,,,,,,
0.348,-0.035,0.348,-0.035,,,,,,,,,,,,,,,,,,,,
0.347,-0.034,0.347,-0.034,,,,,,,,,,,,,,,,,,,,
0.347,-0.029,0.347,-0.034,,,,,,,,,,,,,,,,,,,,
0.347,-0.041,0.347,-0.035,,,,,,,,,,,,,,,,,,,,
0.347,-0.037,0.347,-0.031,,,,,,,,,,,,,,,,,,,,
0.346,-0.034,0.346,-0.035,,,,,,,,,,,,,,,,,,,,
0.346,-0.024,0.346,-0.04,,,,,,,,,,,,,,,,,,,,
0.346,-0.038,0.346,-0.037,,,,,,,,,,,,,,,,,,,,
0.346,-0.026,0.346,-0.034,,,,,,,,,,,,,,,,,,,,
0.345,-0.028,0.345,-0.028,,,,,,,,,,,,,,,,,,,,
0.345,-0.031,0.345,-0.031,,,,,,,,,,,,,,,,,,,,
0.345,-0.031,0.345,-0.034,,,,,,,,,,,,,,,,,,,,
0.345,-0.032,0.345,-0.034,,,,,,,,,,,,,,,,,,,,
0.344,-0.032,0.344,-0.031,,,,,,,,,,,,,,,,,,,,
0.344,-0.034,0.344,-0.029,,,,,,,,,,,,,,,,,,,,
0.344,-0.034,0.344,-0.043,,,,,,,,,,,,,,,,,,,,
0.344,-0.034,0.344,-0.04,,,,,,,,,,,,,,,,,,,,
0.344,-0.026,0.344,-0.029,,,,,,,,,,,,,,,,,,,,
0.343,-0.035,0.343,-0.032,,,,,,,,,,,,,,,,,,,,
0.343,-0.035,0.343,-0.021,,,,,,,,,,,,,,,,,,,,
0.343,-0.026,0.343,-0.037,,,,,,,,,,,,,,,,,,,,
0.343,-0.029,0.343,-0.032,,,,,,,,,,,,,,,,,,,,
0.342,-0.029,0.342,-0.023,,,,,,,,,,,,,,,,,,,,
0.342,-0.034,0.342,-0.031,,,,,,,,,,,,,,,,,,,,
0.342,-0.034,0.342,-0.035,,,,,,,,,,,,,,,,,,,,
0.342,-0.034,0.342,-0.029,,,,,,,,,,,,,,,,,,,,
0.341,-0.035,0.341,-0.028,,,,,,,,,,,,,,,,,,,,
0.341,-0.026,0.341,-0.021,,,,,,,,,,,,,,,,,,,,
0.341,-0.028,0.341,-0.032,,,,,,,,,,,,,,,,,,,,
0.341,-0.024,0.341,-0.04,,,,,,,,,,,,,,,,,,,,
0.34,-0.035,0.34,-0.037,,,,,,,,,,,,,,,,,,,,
0.34,-0.041,0.34,-0.035,,,,,,,,,,,,,,,,,,,,
0.34,-0.038,0.34,-0.038,,,,,,,,,,,,,,,,,,,,
0.34,-0.029,0.34,-0.029,,,,,,,,,,,,,,,,,,,,
0.339,-0.041,0.339,-0.035,,,,,,,,,,,,,,,,,,,,
0.339,-0.041,0.339,-0.034,,,,,,,,,,,,,,,,,,,,
0.339,-0.041,0.339,-0.034,,,,,,,,,,,,,,,,,,,,
0.339,-0.038,0.339,-0.034,,,,,,,,,,,,,,,,,,,,
0.338,-0.038,0.338,-0.029,,,,,,,,,,,,,,,,,,,,
0.338,-0.038,0.338,-0.032,,,,,,,,,,,,,,,,,,,,
0.338,-0.035,0.338,-0.041,,,,,,,,,,,,,,,,,,,,
0.338,-0.037,0.338,-0.026,,,,,,,,,,,,,,,,,,,,
0.337,-0.028,0.337,-0.032,,,,,,,,,,,,,,,,,,,,
0.337,-0.04,0.337,-0.037,,,,,,,,,,,,,,,,,,,,
0.337,-0.038,0.337,-0.037,,,,,,,,,,,,,,,,,,,,
0.337,-0.034,0.337,-0.029,,,,,,,,,,,,,,,,,,,,
0.336,-0.038,0.336,-0.028,,,,,,,,,,,,,,,,,,,,
0.336,-0.037,0.336,-0.034,,,,,,,,,,,,,,,,,,,,
0.336,-0.035,0.336,-0.034,,,,,,,,,,,,,,,,,,,,
0.336,-0.034,0.336,-0.037,,,,,,,,,,,,,,,,,,,,
0.335,-0.035,0.335,-0.037,,,,,,,,,,,,,,,,,,,,
0.335,-0.043,0.335,-0.034,,,,,,,,,,,,,,,,,,,,
0.335,-0.037,0.335,-0.038,,,,,,,,,,,,,,,,,,,,
0.335,-0.051,0.335,-0.041,,,,,,,,,,,,,,,,,,,,
0.334,-0.031,0.334,-0.035,,,,,,,,,,,,,,,,,,,,
0.334,-0.041,0.334,-0.032,,,,,,,,,,,,,,,,,,,,
0.334,-0.044,0.334,-0.041,,,,,,,,,,,,,,,,,,,,
0.334,-0.035,0.334,-0.04,,,,,,,,,,,,,,,,,,,,
0.333,-0.035,0.333,-0.035,,,,,,,,,,,,,,,,,,,,
0.333,-0.037,0.333,-0.041,,,,,,,,,,,,,,,,,,,,
0.333,-0.046,0.333,-0.04,,,,,,,,,,,,,,,,,,,,
0.333,-0.038,0.333,-0.035,,,,,,,,,,,,,,,,,,,,
0.332,-0.043,0.332,-0.037,,,,,,,,,,,,,,,,,,,,
0.332,-0.04,0.332,-0.032,,,,,,,,,,,,,,,,,,,,
0.332,-0.037,0.332,-0.051,,,,,,,,,,,,,,,,,,,,
0.332,-0.038,0.332,-0.041,,,,,,,,,,,,,,,,,,,,
0.331,-0.043,0.331,-0.031,,,,,,,,,,,,,,,,,,,,
0.331,-0.038,0.331,-0.029,,,,,,,,,,,,,,,,,,,,
0.331,-0.037,0.331,-0.04,,,,,,,,,,,,,,,,,,,,
0.331,-0.04,0.331,-0.035,,,,,,,,,,,,,,,,,,,,
0.33,-0.034,0.33,-0.035,,,,,,,,,,,,,,,,,,,,
0.33,-0.034,0.33,-0.051,,,,,,,,,,,,,,,,,,,,
0.33,-0.046,0.33,-0.047,,,,,,,,,,,,,,,,,,,,
0.33,-0.037,0.33,-0.044,,,,,,,,,,,,,,,,,,,,
0.329,-0.046,0.329,-0.037,,,,,,,,,,,,,,,,,,,,
0.329,-0.044,0.329,-0.052,,,,,,,,,,,,,,,,,,,,
0.329,-0.037,0.329,-0.034,,,,,,,,,,,,,,,,,,,,
0.329,-0.034,0.329,-0.029,,,,,,,,,,,,,,,,,,,,
0.328,-0.051,0.328,-0.04,,,,,,,,,,,,,,,,,,,,
0.328,-0.031,0.328,-0.035,,,,,,,,,,,,,,,,,,,,
0.328,-0.046,0.328,-0.046,,,,,,,,,,,,,,,,,,,,
0.328,-0.044,0.328,-0.037,,,,,,,,,,,,,,,,,,,,
0.327,-0.043,0.327,-0.04,,,,,,,,,,,,,,,,,,,,
0.327,-0.046,0.327,-0.04,,,,,,,,,,,,,,,,,,,,
0.327,-0.043,0.327,-0.049,,,,,,,,,,,,,,,,,,,,
0.327,-0.037,0.327,-0.041,,,,,,,,,,,,,,,,,,,,
0.326,-0.046,0.326,-0.047,,,,,,,,,,,,,,,,,,,,
0.326,-0.051,0.326,-0.037,,,,,,,,,,,,,,,,,,,,
0.326,-0.047,0.326,-0.046,,,,,,,,,,,,,,,,,,,,
0.326,-0.04,0.326,-0.041,,,,,,,,,,,,,,,,,,,,
0.325,-0.038,0.325,-0.043,,,,,,,,,,,,,,,,,,,,
0.325,-0.031,0.325,-0.047,,,,,,,,,,,,,,,,,,,,
0.325,-0.046,0.325,-0.047,,,,,,,,,,,,,,,,,,,,
0.325,-0.049,0.325,-0.046,,,,,,,,,,,,,,,,,,,,
0.324,-0.046,0.324,-0.044,,,,,,,,,,,,,,,,,,,,
0.324,-0.044,0.324,-0.038,,,,,,,,,,,,,,,,,,,,
0.324,-0.044,0.324,-0.044,,,,,,,,,,,,,,,,,,,,
0.324,-0.054,0.324,-0.051,,,,,,,,,,,,,,,,,,,,
0.323,-0.043,0.323,-0.041,,,,,,,,,,,,,,,,,,,,
0.323,-0.051,0.323,-0.046,,,,,,,,,,,,,,,,,,,,
0.323,-0.043,0.323,-0.047,,,,,,,,,,,,,,,,,,,,
0.323,-0.044,0.323,-0.037,,,,,,,,,,,,,,,,,,,,
0.322,-0.038,0.322,-0.037,,,,,,,,,,,,,,,,,,,,
0.322,-0.054,0.322,-0.037,,,,,,,,,,,,,,,,,,,,
0.322,-0.049,0.322,-0.04,,,,,,,,,,,,,,,,,,,,
0.322,-0.041,0.322,-0.043,,,,,,,,,,,,,,,,,,,,
0.321,-0.047,0.321,-0.043,,,,,,,,,,,,,,,,,,,,
0.321,-0.037,0.321,-0.031,,,,,,,,,,,,,,,,,,,,
0.321,-0.052,0.321,-0.054,,,,,,,,,,,,,,,,,,,,
0.321,-0.047,0.321,-0.035,,,,,,,,,,,,,,,,,,,,
0.32,-0.04,0.32,-0.04,,,,,,,,,,,,,,,,,,,,
0.32,-0.049,0.32,-0.047,,,,,,,,,,,,,,,,,,,,
0.32,-0.051,0.32,-0.052,,,,,,,,,,,,,,,,,,,,
0.32,-0.047,0.32,-0.044,,,,,,,,,,,,,,,,,,,,
0.319,-0.043,0.319,-0.043,,,,,,,,,,,,,,,,,,,,
0.319,-0.054,0.319,-0.054,,,,,,,,,,,,,,,,,,,,
0.319,-0.052,0.319,-0.051,,,,,,,,,,,,,,,,,,,,
0.319,-0.06,0.319,-0.041,,,,,,,,,,,,,,,,,,,,
0.318,-0.046,0.318,-0.046,,,,,,,,,,,,,,,,,,,,
0.318,-0.051,0.318,-0.047,,,,,,,,,,,,,,,,,,,,
0.318,-0.054,0.318,-0.046,,,,,,,,,,,,,,,,,,,,
0.318,-0.049,0.318,-0.04,,,,,,,,,,,,,,,,,,,,
0.317,-0.052,0.317,-0.046,,,,,,,,,,,,,,,,,,,,
0.317,-0.051,0.317,-0.046,,,,,,,,,,,,,,,,,,,,
0.317,-0.054,0.317,-0.051,,,,,,,,,,,,,,,,,,,,
0.317,-0.051,0.317,-0.047,,,,,,,,,,,,,,,,,,,,
0.316,-0.041,0.316,-0.049,,,,,,,,,,,,,,,,,,,,
0.316,-0.055,0.316,-0.054,,,,,,,,,,,,,,,,,,,,
0.316,-0.054,0.316,-0.046,,,,,,,,,,,,,,,,,,,,
0.316,-0.041,0.316,-0.046,,,,,,,,,,,,,,,,,,,,
0.315,-0.058,0.315,-0.058,,,,,,,,,,,,,,,,,,,,
0.315,-0.063,0.315,-0.047,,,,,,,,,,,,,,,,,,,,
0.315,-0.054,0.315,-0.049,,,,,,,,,,,,,,,,,,,,
0.315,-0.047,0.315,-0.051,,,,,,,,,,,,,,,,,,,,
0.314,-0.055,0.314,-0.043,,,,,,,,,,,,,,,,,,,,
0.314,-0.058,0.314,-0.052,,,,,,,,,,,,,,,,,,,,
0.314,-0.054,0.314,-0.049,,,,,,,,,,,,,,,,,,,,
0.314,-0.055,0.314,-0.054,,,,,,,,,,,,,,,,,,,,
0.313,-0.051,0.313,-0.047,,,,,,,,,,,,,,,,,,,,
0.313,-0.044,0.313,-0.049,,,,,,,,,,,,,,,,,,,,
0.313,-0.052,0.313,-0.057,,,,,,,,,,,,,,,,,,,,
0.313,-0.061,0.313,-0.051,,,,,,,,,,,,,,,,,,,,
0.312,-0.061,0.312,-0.035,,,,,,,,,,,,,,,,,,,,
0.312,-0.046,0.312,-0.054,,,,,,,,,,,,,,,,,,,,
0.312,-0.043,0.312,-0.049,,,,,,,,,,,,,,,,,,,,
0.311,-0.058,0.311,-0.049,,,,,,,,,,,,,,,,,,,,
0.311,-0.055,0.311,-0.051,,,,,,,,,,,,,,,,,,,,
0.311,-0.037,0.311,-0.044,,,,,,,,,,,,,,,,,,,,
0.311,-0.054,0.311,-0.051,,,,,,,,,,,,,,,,,,,,
0.31,-0.061,0.31,-0.047,,,,,,,,,,,,,,,,,,,,
0.31,-0.051,0.31,-0.047,,,,,,,,,,,,,,,,,,,,
0.31,-0.066,0.31,-0.046,,,,,,,,,,,,,,,,,,,,
0.31,-0.064,0.31,-0.055,,,,,,,,,,,,,,,,,,,,
0.309,-0.047,0.309,-0.047,,,,,,,,,,,,,,,,,,,,
0.309,-0.054,0.309,-0.043,,,,,,,,,,,,,,,,,,,,
0.309,-0.064,0.309,-0.051,,,,,,,,,,,,,,,,,,,,
0.309,-0.06,0.309,-0.047,,,,,,,,,,,,,,,,,,,,
0.308,-0.06,0.308,-0.058,,,,,,,,,,,,,,,,,,,,
0.308,-0.054,0.308,-0.052,,,,,,,,,,,,,,,,,,,,
0.308,-0.058,0.308,-0.055,,,,,,,,,,,,,,,,,,,,
0.308,-0.057,0.308,-0.061,,,,,,,,,,,,,,,,,,,,
0.307,-0.064,0.307,-0.054,,,,,,,,,,,,,,,,,,,,
0.307,-0.06,0.307,-0.06,,,,,,,,,,,,,,,,,,,,
0.307,-0.061,0.307,-0.051,,,,,,,,,,,,,,,,,,,,
0.307,-0.063,0.307,-0.058,,,,,,,,,,,,,,,,,,,,
0.306,-0.06,0.306,-0.06,,,,,,,,,,,,,,,,,,,,
0.306,-0.057,0.306,-0.054,,,,,,,,,,,,,,,,,,,,
0.306,-0.064,0.306,-0.054,,,,,,,,,,,,,,,,,,,,
0.306,-0.055,0.306,-0.054,,,,,,,,,,,,,,,,,,,,
0.305,-0.052,0.305,-0.054,,,,,,,,,,,,,,,,,,,,
0.305,-0.061,0.305,-0.057,,,,,,,,,,,,,,,,,,,,
0.305,-0.061,0.305,-0.052,,,,,,,,,,,,,,,,,,,,
0.305,-0.063,0.305,-0.052,,,,,,,,,,,,,,,,,,,,
0.304,-0.055,0.304,-0.06,,,,,,,,,,,,,,,,,,,,
0.304,-0.06,0.304,-0.055,,,,,,,,,,,,,,,,,,,,
0.304,-0.063,0.304,-0.057,,,,,,,,,,,,,,,,,,,,
0.304,-0.058,0.304,-0.058,,,,,,,,,,,,,,,,,,,,
0.303,-0.06,0.303,-0.055,,,,,,,,,,,,,,,,,,,,
0.303,-0.058,0.303,-0.061,,,,,,,,,,,,,,,,,,,,
0.303,-0.061,0.303,-0.058,,,,,,,,,,,,,,,,,,,,
0.303,-0.061,0.303,-0.058,,,,,,,,,,,,,,,,,,,,
0.302,-0.063,0.302,-0.052,,,,,,,,,,,,,,,,,,,,
0.302,-0.064,0.302,-0.052,,,,,,,,,,,,,,,,,,,,
0.302,-0.07,0.302,-0.055,,,,,,,,,,,,,,,,,,,,
0.302,-0.064,0.302,-0.052,,,,,,,,,,,,,,,,,,,,
0.301,-0.063,0.301,-0.061,,,,,,,,,,,,,,,,,,,,
0.301,-0.058,0.301,-0.067,,,,,,,,,,,,,,,,,,,,
0.301,-0.051,0.301,-0.06,,,,,,,,,,,,,,,,,,,,
0.301,-0.061,0.301,-0.057,,,,,,,,,,,,,,,,,,,,
0.3,-0.058,0.3,-0.061,,,,,,,,,,,,,,,,,,,,
0.3,-0.058,0.3,-0.063,,,,,,,,,,,,,,,,,,,,
0.3,-0.061,0.3,-0.063,,,,,,,,,,,,,,,,,,,,
0.3,-0.063,0.3,-0.067,,,,,,,,,,,,,,,,,,,,
0.299,-0.064,0.299,-0.061,,,,,,,,,,,,,,,,,,,,
0.299,-0.061,0.299,-0.063,,,,,,,,,,,,,,,,,,,,
0.299,-0.077,0.299,-0.06,,,,,,,,,,,,,,,,,,,,
0.299,-0.072,0.299,-0.072,,,,,,,,,,,,,,,,,,,,
0.298,-0.064,0.298,-0.069,,,,,,,,,,,,,,,,,,,,
0.298,-0.063,0.298,-0.057,,,,,,,,,,,,,,,,,,,,
0.298,-0.072,0.298,-0.066,,,,,,,,,,,,,,,,,,,,
0.298,-0.066,0.298,-0.061,,,,,,,,,,,,,,,,,,,,
0.297,-0.075,0.297,-0.058,,,,,,,,,,,,,,,,,,,,
0.297,-0.07,0.297,-0.058,,,,,,,,,,,,,,,,,,,,
