E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.141,0.233,0.141,0.235,0.261,0.161,0.261,0.153,0.498,0.069,0.498,0.049,0.498,0.092,0.498,0.094,,,,,,,,
0.141,0.229,0.141,0.215,0.262,0.147,0.262,0.147,0.497,0.032,0.497,0.035,0.497,0.054,0.497,0.049,,,,,,,,
0.141,0.244,0.141,0.226,0.262,0.157,0.262,0.157,0.496,0.02,0.496,0.014,0.496,0.029,0.496,0.022,,,,,,,,
0.141,0.236,0.141,0.221,0.263,0.15,0.263,0.155,0.495,0.012,0.495,0.002,0.495,0.005,0.495,0.002,,,,,,,,
0.141,0.233,0.141,0.218,0.263,0.16,0.263,0.149,0.494,0.005,0.494,-0.008,0.494,-0.018,0.494,-0.015,,,,,,,,
0.142,0.224,0.142,0.224,0.264,0.147,0.264,0.15,0.493,-0.006,0.493,-0.015,0.493,-0.029,0.493,-0.034,,,,,,,,
0.142,0.233,0.142,0.23,0.264,0.149,0.264,0.15,0.492,-0.011,0.492,-0.017,0.492,-0.046,0.492,-0.047,,,,,,,,
0.142,0.224,0.142,0.221,0.265,0.15,0.265,0.143,0.491,-0.02,0.491,-0.024,0.491,-0.064,0.491,-0.051,,,,,,,,
0.142,0.235,0.142,0.23,0.265,0.15,0.265,0.143,0.49,-0.02,0.49,-0.026,0.49,-0.064,0.49,-0.063,,,,,,,,
0.143,0.241,0.143,0.21,0.266,0.144,0.266,0.134,0.489,-0.023,0.489,-0.026,0.489,-0.07,0.489,-0.069,,,,,,,,
0.143,0.236,0.143,0.226,0.266,0.144,0.266,0.14,0.488,-0.026,0.488,-0.04,0.488,-0.072,0.488,-0.078,,,,,,,,
0.143,0.236,0.143,0.226,0.267,0.14,0.267,0.141,0.487,-0.032,0.487,-0.038,0.487,-0.083,0.487,-0.086,,,,,,,,
0.143,0.239,0.143,0.23,0.267,0.141,0.267,0.141,0.486,-0.029,0.486,-0.034,0.486,-0.09,0.486,-0.087,,,,,,,,
0.144,0.229,0.144,0.219,0.268,0.138,0.268,0.137,0.485,-0.032,0.485,-0.037,0.485,-0.087,0.485,-0.089,,,,,,,,
0.144,0.232,0.144,0.224,0.268,0.138,0.268,0.138,0.484,-0.032,0.484,-0.038,0.484,-0.092,0.484,-0.097,,,,,,,,
0.144,0.224,0.144,0.227,0.269,0.138,0.269,0.137,0.483,-0.031,0.483,-0.044,0.483,-0.098,0.483,-0.095,,,,,,,,
0.144,0.23,0.144,0.226,0.269,0.146,0.269,0.137,0.482,-0.038,0.482,-0.044,0.482,-0.101,0.482,-0.1,,,,,,,,
0.145,0.224,0.145,0.224,0.27,0.141,0.27,0.132,0.481,-0.043,0.481,-0.043,0.481,-0.104,0.481,-0.103,,,,,,,,
0.145,0.236,0.145,0.222,0.27,0.135,0.27,0.132,0.48,-0.043,0.48,-0.046,0.48,-0.103,0.48,-0.104,,,,,,,,
0.145,0.232,0.145,0.224,0.271,0.13,0.271,0.132,0.479,-0.043,0.479,-0.046,0.479,-0.107,0.479,-0.101,,,,,,,,
0.145,0.236,0.145,0.216,0.271,0.135,0.271,0.129,0.478,-0.046,0.478,-0.052,0.478,-0.109,0.478,-0.11,,,,,,,,
0.146,0.227,0.146,0.224,0.272,0.127,0.272,0.13,0.477,-0.043,0.477,-0.055,0.477,-0.107,0.477,-0.11,,,,,,,,
0.146,0.236,0.146,0.218,0.272,0.132,0.272,0.126,0.476,-0.047,0.476,-0.051,0.476,-0.112,0.476,-0.118,,,,,,,,
0.146,0.232,0.146,0.224,0.273,0.12,0.273,0.121,0.475,-0.049,0.475,-0.049,0.475,-0.118,0.475,-0.109,,,,,,,,
0.146,0.236,0.146,0.224,0.273,0.13,0.273,0.126,0.474,-0.054,0.474,-0.057,0.474,-0.12,0.474,-0.118,,,,,,,,
0.147,0.221,0.147,0.222,0.274,0.126,0.274,0.126,0.473,-0.052,0.473,-0.058,0.473,-0.121,0.473,-0.121,,,,,,,,
0.147,0.239,0.147,0.236,0.274,0.129,0.274,0.126,0.472,-0.052,0.472,-0.055,0.472,-0.115,0.472,-0.123,,,,,,,,
0.147,0.235,0.147,0.221,0.275,0.124,0.275,0.132,0.471,-0.054,0.471,-0.055,0.471,-0.12,0.471,-0.123,,,,,,,,
0.147,0.233,0.147,0.224,0.275,0.126,0.275,0.117,0.47,-0.06,0.47,-0.067,0.47,-0.13,0.47,-0.129,,,,,,,,
0.148,0.222,0.148,0.221,0.276,0.123,0.276,0.118,0.469,-0.061,0.469,-0.063,0.469,-0.126,0.469,-0.129,,,,,,,,
0.148,0.232,0.148,0.218,0.276,0.117,0.276,0.12,0.468,-0.06,0.468,-0.066,0.468,-0.127,0.468,-0.127,,,,,,,,
0.148,0.233,0.148,0.221,0.277,0.12,0.277,0.118,0.467,-0.064,0.467,-0.064,0.467,-0.13,0.467,-0.132,,,,,,,,
0.148,0.23,0.148,0.224,0.277,0.129,0.277,0.117,0.466,-0.058,0.466,-0.066,0.466,-0.143,0.466,-0.143,,,,,,,,
0.149,0.226,0.149,0.233,0.278,0.118,0.278,0.118,0.465,-0.069,0.465,-0.072,0.465,-0.141,0.465,-0.139,,,,,,,,
0.149,0.249,0.149,0.249,0.278,0.123,0.278,0.114,0.464,-0.06,0.464,-0.064,0.464,-0.141,0.464,-0.141,,,,,,,,
0.149,0.221,0.149,0.226,0.279,0.121,0.279,0.117,0.463,-0.061,0.463,-0.072,0.463,-0.139,0.463,-0.141,,,,,,,,
0.149,0.239,0.149,0.218,0.279,0.118,0.279,0.117,0.462,-0.069,0.462,-0.072,0.462,-0.141,0.462,-0.144,,,,,,,,
0.15,0.226,0.15,0.235,0.28,0.118,0.28,0.115,0.461,-0.067,0.461,-0.074,0.461,-0.143,0.461,-0.143,,,,,,,,
0.15,0.23,0.15,0.222,0.28,0.114,0.28,0.114,0.46,-0.075,0.46,-0.07,0.46,-0.147,0.46,-0.152,,,,,,,,
0.15,0.232,0.15,0.227,0.281,0.111,0.281,0.115,0.459,-0.074,0.459,-0.075,0.459,-0.146,0.459,-0.15,,,,,,,,
0.15,0.229,0.15,0.219,0.281,0.115,0.281,0.112,0.458,-0.075,0.458,-0.08,0.458,-0.152,0.458,-0.152,,,,,,,,
0.151,0.229,0.151,0.224,0.281,0.114,0.281,0.109,0.457,-0.074,0.457,-0.081,0.457,-0.158,0.457,-0.156,,,,,,,,
0.151,0.232,0.151,0.219,0.282,0.115,0.282,0.115,0.456,-0.081,0.456,-0.08,0.456,-0.156,0.456,-0.162,,,,,,,,
0.151,0.233,0.151,0.233,0.282,0.123,0.282,0.109,0.455,-0.08,0.455,-0.08,0.455,-0.158,0.455,-0.156,,,,,,,,
0.151,0.233,0.151,0.224,0.283,0.112,0.283,0.109,0.454,-0.081,0.454,-0.087,0.454,-0.167,0.454,-0.161,,,,,,,,
0.152,0.221,0.152,0.229,0.283,0.111,0.283,0.111,0.453,-0.083,0.453,-0.084,0.453,-0.162,0.453,-0.166,,,,,,,,
0.152,0.23,0.152,0.227,0.284,0.112,0.284,0.112,0.452,-0.084,0.452,-0.083,0.452,-0.166,0.452,-0.166,,,,,,,,
0.152,0.23,0.152,0.224,0.284,0.104,0.284,0.104,0.451,-0.083,0.451,-0.089,0.451,-0.169,0.451,-0.169,,,,,,,,
0.152,0.233,0.152,0.221,0.285,0.103,0.285,0.111,0.45,-0.087,0.45,-0.087,0.45,-0.169,0.45,-0.172,,,,,,,,
0.153,0.219,0.153,0.226,0.285,0.111,0.285,0.106,0.449,-0.087,0.449,-0.092,0.449,-0.169,0.449,-0.169,,,,,,,,
0.153,0.233,0.153,0.235,0.286,0.106,0.286,0.109,0.448,-0.087,0.448,-0.09,0.448,-0.172,0.448,-0.175,,,,,,,,
0.153,0.235,0.153,0.219,0.286,0.112,0.286,0.107,0.447,-0.093,0.447,-0.092,0.447,-0.176,0.447,-0.173,,,,,,,,
0.153,0.23,0.153,0.224,0.287,0.107,0.287,0.106,0.446,-0.09,0.446,-0.092,0.446,-0.178,0.446,-0.172,,,,,,,,
0.154,0.226,0.154,0.222,0.287,0.101,0.287,0.103,0.445,-0.087,0.445,-0.095,0.445,-0.175,0.445,-0.182,,,,,,,,
0.154,0.233,0.154,0.218,0.288,0.107,0.288,0.104,0.444,-0.089,0.444,-0.092,0.444,-0.172,0.444,-0.178,,,,,,,,
0.154,0.224,0.154,0.226,0.288,0.106,0.288,0.104,0.443,-0.097,0.443,-0.092,0.443,-0.182,0.443,-0.179,,,,,,,,
0.154,0.236,0.154,0.221,0.289,0.109,0.289,0.104,0.442,-0.09,0.442,-0.095,0.442,-0.182,0.442,-0.179,,,,,,,,
0.155,0.216,0.155,0.227,0.289,0.107,0.289,0.101,0.441,-0.093,0.441,-0.093,0.441,-0.178,0.441,-0.187,,,,,,,,
0.155,0.226,0.155,0.229,0.29,0.097,0.29,0.101,0.44,-0.092,0.44,-0.097,0.44,-0.182,0.44,-0.182,,,,,,,,
0.155,0.232,0.155,0.224,0.29,0.104,0.29,0.1,0.439,-0.093,0.439,-0.095,0.439,-0.181,0.439,-0.181,,,,,,,,
0.155,0.235,0.155,0.227,0.291,0.107,0.291,0.101,0.438,-0.095,0.438,-0.095,0.438,-0.178,0.438,-0.184,,,,,,,,
0.156,0.23,0.156,0.215,0.291,0.107,0.291,0.106,0.437,-0.093,0.437,-0.095,0.437,-0.182,0.437,-0.182,,,,,,,,
0.156,0.233,0.156,0.222,0.292,0.097,0.292,0.101,0.436,-0.093,0.436,-0.097,0.436,-0.184,0.436,-0.184,,,,,,,,
0.156,0.227,0.156,0.21,0.292,0.101,0.292,0.1,0.435,-0.095,0.435,-0.095,0.435,-0.175,0.435,-0.182,,,,,,,,
0.157,0.229,0.157,0.218,0.293,0.107,0.293,0.101,0.434,-0.095,0.434,-0.098,0.434,-0.178,0.434,-0.176,,,,,,,,
0.157,0.23,0.157,0.23,0.293,0.098,0.293,0.095,0.433,-0.092,0.433,-0.095,0.433,-0.184,0.433,-0.178,,,,,,,,
0.157,0.236,0.157,0.23,0.294,0.098,0.294,0.1,0.432,-0.092,0.432,-0.095,0.432,-0.169,0.432,-0.178,,,,,,,,
0.157,0.226,0.157,0.224,0.294,0.101,0.294,0.106,0.431,-0.093,0.431,-0.092,0.431,-0.173,0.431,-0.17,,,,,,,,
0.158,0.23,0.158,0.221,0.295,0.098,0.295,0.097,0.43,-0.093,0.43,-0.093,0.43,-0.173,0.43,-0.173,,,,,,,,
0.158,0.218,0.158,0.221,0.295,0.092,0.295,0.098,0.429,-0.089,0.429,-0.093,0.429,-0.166,0.429,-0.176,,,,,,,,
0.158,0.242,0.158,0.224,0.296,0.1,0.296,0.103,0.428,-0.092,0.428,-0.093,0.428,-0.17,0.428,-0.169,,,,,,,,
0.158,0.224,0.158,0.219,0.296,0.098,0.296,0.097,0.427,-0.09,0.427,-0.092,0.427,-0.169,0.427,-0.167,,,,,,,,
0.159,0.229,0.159,0.221,0.297,0.101,0.297,0.101,0.426,-0.09,0.426,-0.093,0.426,-0.166,0.426,-0.164,,,,,,,,
0.159,0.232,0.159,0.226,0.297,0.098,0.297,0.1,0.425,-0.087,0.425,-0.092,0.425,-0.169,0.425,-0.166,,,,,,,,
0.159,0.253,0.159,0.249,0.298,0.1,0.298,0.103,0.424,-0.09,0.424,-0.095,0.424,-0.166,0.424,-0.17,,,,,,,,
0.159,0.235,0.159,0.226,0.298,0.098,0.298,0.091,0.423,-0.09,0.423,-0.089,0.423,-0.166,0.423,-0.169,,,,,,,,
0.16,0.233,0.16,0.224,0.299,0.104,0.299,0.1,0.422,-0.087,0.422,-0.093,0.422,-0.162,0.422,-0.164,,,,,,,,
0.16,0.226,0.16,0.222,0.299,0.098,0.299,0.095,0.421,-0.092,0.421,-0.089,0.421,-0.167,0.421,-0.169,,,,,,,,
0.16,0.229,0.16,0.224,0.3,0.092,0.3,0.1,0.42,-0.092,0.42,-0.09,0.42,-0.166,0.42,-0.17,,,,,,,,
0.16,0.23,0.16,0.221,0.3,0.103,0.3,0.097,0.419,-0.087,0.419,-0.089,0.419,-0.161,0.419,-0.166,,,,,,,,
0.161,0.236,0.161,0.221,0.301,0.1,0.301,0.101,0.418,-0.09,0.418,-0.09,0.418,-0.167,0.418,-0.166,,,,,,,,
0.161,0.224,0.161,0.218,0.301,0.098,0.301,0.094,0.417,-0.09,0.417,-0.092,0.417,-0.167,0.417,-0.167,,,,,,,,
0.161,0.239,0.161,0.221,0.302,0.098,0.302,0.094,0.416,-0.093,0.416,-0.092,0.416,-0.162,0.416,-0.166,,,,,,,,
0.161,0.224,0.161,0.226,0.302,0.1,0.302,0.098,0.415,-0.093,0.415,-0.093,0.415,-0.173,0.415,-0.169,,,,,,,,
0.162,0.227,0.162,0.222,0.303,0.1,0.303,0.097,0.414,-0.092,0.414,-0.092,0.414,-0.166,0.414,-0.172,,,,,,,,
0.162,0.222,0.162,0.219,0.303,0.098,0.303,0.095,0.413,-0.087,0.413,-0.093,0.413,-0.166,0.413,-0.172,,,,,,,,
0.162,0.236,0.162,0.23,0.304,0.098,0.304,0.095,0.412,-0.09,0.412,-0.09,0.412,-0.166,0.412,-0.172,,,,,,,,
0.162,0.236,0.162,0.221,0.304,0.101,0.304,0.094,0.411,-0.097,0.411,-0.093,0.411,-0.169,0.411,-0.175,,,,,,,,
0.163,0.242,0.163,0.221,0.305,0.098,0.305,0.095,0.41,-0.092,0.41,-0.095,0.41,-0.176,0.41,-0.169,,,,,,,,
0.163,0.226,0.163,0.229,0.305,0.095,0.305,0.095,0.409,-0.095,0.409,-0.095,0.409,-0.169,0.409,-0.17,,,,,,,,
0.163,0.247,0.163,0.235,0.306,0.106,0.306,0.098,0.408,-0.097,0.408,-0.095,0.408,-0.164,0.408,-0.172,,,,,,,,
0.163,0.226,0.163,0.229,0.306,0.104,0.306,0.106,0.407,-0.093,0.407,-0.095,0.407,-0.173,0.407,-0.175,,,,,,,,
0.164,0.236,0.164,0.241,0.307,0.109,0.307,0.101,0.406,-0.095,0.406,-0.098,0.406,-0.175,0.406,-0.169,,,,,,,,
0.164,0.235,0.164,0.216,0.307,0.097,0.307,0.101,0.405,-0.1,0.405,-0.097,0.405,-0.173,0.405,-0.175,,,,,,,,
0.164,0.245,0.164,0.222,0.308,0.101,0.308,0.097,0.404,-0.093,0.404,-0.101,0.404,-0.167,0.404,-0.172,,,,,,,,
0.164,0.232,0.164,0.229,0.308,0.097,0.308,0.107,0.403,-0.093,0.403,-0.098,0.403,-0.17,0.403,-0.176,,,,,,,,
0.165,0.239,0.165,0.224,0.309,0.1,0.309,0.094,0.402,-0.097,0.402,-0.1,0.402,-0.175,0.402,-0.179,,,,,,,,
0.165,0.236,0.165,0.219,0.309,0.098,0.309,0.095,0.401,-0.095,0.401,-0.098,0.401,-0.172,0.401,-0.173,,,,,,,,
0.165,0.239,0.165,0.23,0.31,0.101,0.31,0.103,0.4,-0.097,0.4,-0.097,0.4,-0.179,0.4,-0.176,,,,,,,,
0.165,0.236,0.165,0.218,0.31,0.104,0.31,0.097,0.399,-0.103,0.399,-0.103,0.399,-0.176,0.399,-0.178,,,,,,,,
0.166,0.229,0.166,0.227,0.311,0.104,0.311,0.097,0.398,-0.097,0.398,-0.101,0.398,-0.175,0.398,-0.178,,,,,,,,
0.166,0.216,0.166,0.216,0.311,0.103,0.311,0.106,0.397,-0.097,0.397,-0.1,0.397,-0.182,0.397,-0.176,,,,,,,,
0.166,0.235,0.166,0.229,0.312,0.104,0.312,0.104,0.396,-0.103,0.396,-0.095,0.396,-0.175,0.396,-0.181,,,,,,,,
0.166,0.229,0.166,0.222,0.313,0.1,0.313,0.098,0.395,-0.1,0.395,-0.104,0.395,-0.182,0.395,-0.182,,,,,,,,
0.167,0.233,0.167,0.222,0.313,0.107,0.313,0.1,0.394,-0.104,0.394,-0.101,0.394,-0.179,0.394,-0.181,,,,,,,,
0.167,0.253,0.167,0.218,0.314,0.101,0.314,0.101,0.393,-0.103,0.393,-0.1,0.393,-0.178,0.393,-0.189,,,,,,,,
0.167,0.236,0.167,0.229,0.314,0.1,0.314,0.1,0.392,-0.103,0.392,-0.103,0.392,-0.182,0.392,-0.181,,,,,,,,
0.167,0.232,0.167,0.226,0.315,0.104,0.315,0.103,0.391,-0.103,0.391,-0.104,0.391,-0.184,0.391,-0.181,,,,,,,,
0.168,0.229,0.168,0.23,0.315,0.115,0.315,0.109,0.39,-0.101,0.39,-0.106,0.39,-0.182,0.39,-0.187,,,,,,,,
0.168,0.23,0.168,0.224,0.316,0.114,0.316,0.103,0.389,-0.1,0.389,-0.106,0.389,-0.176,0.389,-0.181,,,,,,,,
0.168,0.238,0.168,0.221,0.316,0.104,0.316,0.101,0.388,-0.106,0.388,-0.107,0.388,-0.185,0.388,-0.179,,,,,,,,
0.168,0.236,0.168,0.219,0.317,0.107,0.317,0.107,0.387,-0.104,0.387,-0.107,0.387,-0.187,0.387,-0.182,,,,,,,,
0.169,0.23,0.169,0.221,0.317,0.118,0.317,0.103,0.386,-0.106,0.386,-0.11,0.386,-0.185,0.386,-0.189,,,,,,,,
0.169,0.229,0.169,0.23,0.318,0.107,0.318,0.104,0.385,-0.106,0.385,-0.106,0.385,-0.193,0.385,-0.19,,,,,,,,
0.169,0.25,0.169,0.235,0.318,0.115,0.318,0.118,0.384,-0.104,0.384,-0.112,0.384,-0.189,0.384,-0.187,,,,,,,,
0.169,0.226,0.169,0.224,0.319,0.115,0.319,0.106,0.383,-0.116,0.383,-0.107,0.383,-0.19,0.383,-0.19,,,,,,,,
0.17,0.229,0.17,0.227,0.319,0.109,0.319,0.112,0.382,-0.112,0.382,-0.11,0.382,-0.192,0.382,-0.19,,,,,,,,
0.17,0.224,0.17,0.227,0.32,0.112,0.32,0.104,0.381,-0.113,0.381,-0.11,0.381,-0.187,0.381,-0.192,,,,,,,,
0.17,0.239,0.17,0.219,0.32,0.111,0.32,0.109,0.38,-0.107,0.38,-0.11,0.38,-0.187,0.38,-0.195,,,,,,,,
0.17,0.23,0.17,0.226,0.321,0.114,0.321,0.118,0.379,-0.11,0.379,-0.107,0.379,-0.187,0.379,-0.19,,,,,,,,
0.171,0.249,0.171,0.239,0.321,0.123,0.321,0.114,0.378,-0.115,0.378,-0.112,0.378,-0.185,0.378,-0.189,,,,,,,,
0.171,0.224,0.171,0.219,0.322,0.121,0.322,0.104,0.377,-0.112,0.377,-0.112,0.377,-0.192,0.377,-0.187,,,,,,,,
0.171,0.241,0.171,0.232,0.322,0.129,0.322,0.112,0.376,-0.112,0.376,-0.113,0.376,-0.198,0.376,-0.196,,,,,,,,
0.171,0.233,0.171,0.226,0.323,0.123,0.323,0.114,0.375,-0.113,0.375,-0.115,0.375,-0.187,0.375,-0.195,,,,,,,,
0.172,0.23,0.172,0.229,0.323,0.12,0.323,0.107,0.374,-0.113,0.374,-0.118,0.374,-0.196,0.374,-0.196,,,,,,,,
0.172,0.236,0.172,0.222,0.324,0.12,0.324,0.12,0.373,-0.12,0.373,-0.118,0.373,-0.196,0.373,-0.196,,,,,,,,
0.172,0.252,0.172,0.224,0.324,0.123,0.324,0.112,0.372,-0.118,0.372,-0.116,0.372,-0.198,0.372,-0.201,,,,,,,,
0.172,0.227,0.172,0.224,0.325,0.115,0.325,0.118,0.371,-0.12,0.371,-0.12,0.371,-0.207,0.371,-0.196,,,,,,,,
0.172,0.232,0.172,0.222,0.325,0.12,0.325,0.114,0.37,-0.115,0.37,-0.116,0.37,-0.199,0.37,-0.196,,,,,,,,
0.173,0.238,0.173,0.216,0.326,0.118,0.326,0.12,0.369,-0.127,0.369,-0.124,0.369,-0.202,0.369,-0.204,,,,,,,,
0.173,0.238,0.173,0.227,0.326,0.127,0.326,0.109,0.368,-0.123,0.368,-0.126,0.368,-0.199,0.368,-0.199,,,,,,,,
0.173,0.233,0.173,0.224,0.327,0.126,0.327,0.112,0.367,-0.118,0.367,-0.126,0.367,-0.207,0.367,-0.201,,,,,,,,
0.173,0.226,0.173,0.233,0.327,0.124,0.327,0.123,0.366,-0.124,0.366,-0.126,0.366,-0.204,0.366,-0.207,,,,,,,,
0.174,0.253,0.174,0.232,0.328,0.121,0.328,0.12,0.365,-0.123,0.365,-0.127,0.365,-0.205,0.365,-0.202,,,,,,,,
0.174,0.236,0.174,0.224,0.328,0.129,0.328,0.114,0.364,-0.121,0.364,-0.126,0.364,-0.212,0.364,-0.205,,,,,,,,
0.174,0.247,0.174,0.229,0.329,0.124,0.329,0.115,0.363,-0.126,0.363,-0.129,0.363,-0.213,0.363,-0.207,,,,,,,,
0.174,0.236,0.174,0.235,0.329,0.124,0.329,0.121,0.362,-0.133,0.362,-0.127,0.362,-0.207,0.362,-0.208,,,,,,,,
0.175,0.233,0.175,0.235,0.33,0.126,0.33,0.123,0.361,-0.13,0.361,-0.133,0.361,-0.216,0.361,-0.218,,,,,,,,
0.175,0.239,0.175,0.23,0.33,0.127,0.33,0.129,0.36,-0.132,0.36,-0.126,0.36,-0.215,0.36,-0.215,,,,,,,,
0.175,0.236,0.175,0.23,0.331,0.129,0.331,0.123,0.359,-0.129,0.359,-0.138,0.359,-0.219,0.359,-0.215,,,,,,,,
0.175,0.245,0.175,0.236,0.331,0.126,0.331,0.121,0.358,-0.136,0.358,-0.138,0.358,-0.216,0.358,-0.212,,,,,,,,
0.176,0.239,0.176,0.219,0.332,0.126,0.332,0.114,0.357,-0.141,0.357,-0.138,0.357,-0.215,0.357,-0.213,,,,,,,,
0.176,0.241,0.176,0.23,0.332,0.124,0.332,0.118,0.356,-0.135,0.356,-0.143,0.356,-0.222,0.356,-0.216,,,,,,,,
0.176,0.242,0.176,0.229,0.333,0.126,0.333,0.118,0.355,-0.143,0.355,-0.143,0.355,-0.219,0.355,-0.222,,,,,,,,
0.176,0.236,0.176,0.23,0.333,0.124,0.333,0.112,0.354,-0.144,0.354,-0.144,0.354,-0.222,0.354,-0.219,,,,,,,,
0.177,0.236,0.177,0.222,0.334,0.129,0.334,0.112,0.353,-0.146,0.353,-0.15,0.353,-0.221,0.353,-0.224,,,,,,,,
0.177,0.25,0.177,0.244,0.334,0.134,0.334,0.115,0.352,-0.144,0.352,-0.146,0.352,-0.227,0.352,-0.227,,,,,,,,
0.177,0.245,0.177,0.221,0.335,0.12,0.335,0.109,0.351,-0.155,0.351,-0.149,0.351,-0.228,0.351,-0.227,,,,,,,,
0.177,0.245,0.177,0.235,0.335,0.117,0.335,0.111,0.35,-0.155,0.35,-0.155,0.35,-0.228,0.35,-0.233,,,,,,,,
0.178,0.238,0.178,0.226,0.336,0.115,0.336,0.107,0.349,-0.158,0.349,-0.159,0.349,-0.233,0.349,-0.23,,,,,,,,
0.178,0.245,0.178,0.229,0.336,0.112,0.336,0.114,0.348,-0.156,0.348,-0.161,0.348,-0.233,0.348,-0.233,,,,,,,,
0.178,0.241,0.178,0.235,0.337,0.117,0.337,0.109,0.347,-0.158,0.347,-0.162,0.347,-0.241,0.347,-0.235,,,,,,,,
0.178,0.253,0.178,0.229,0.337,0.115,0.337,0.111,0.346,-0.169,0.346,-0.175,0.346,-0.25,0.346,-0.236,,,,,,,,
0.179,0.258,0.179,0.238,0.338,0.114,0.338,0.109,0.345,-0.17,0.345,-0.167,0.345,-0.245,0.345,-0.239,,,,,,,,
0.179,0.261,0.179,0.261,0.338,0.115,0.338,0.107,0.344,-0.17,0.344,-0.175,0.344,-0.25,0.344,-0.254,,,,,,,,
0.179,0.245,0.179,0.241,0.339,0.106,0.339,0.101,0.343,-0.173,0.343,-0.169,0.343,-0.254,0.343,-0.25,,,,,,,,
0.179,0.249,0.179,0.236,0.339,0.109,0.339,0.1,0.342,-0.179,0.342,-0.179,0.342,-0.256,0.342,-0.258,,,,,,,,
0.18,0.236,0.18,0.232,0.34,0.109,0.34,0.104,0.341,-0.181,0.341,-0.181,0.341,-0.261,0.341,-0.256,,,,,,,,
0.18,0.252,0.18,0.236,0.34,0.101,0.34,0.101,0.34,-0.187,0.34,-0.187,0.34,-0.261,0.34,-0.259,,,,,,,,
0.18,0.238,0.18,0.235,0.341,0.111,0.341,0.097,0.339,-0.185,0.339,-0.187,0.339,-0.262,0.339,-0.264,,,,,,,,
0.18,0.256,0.18,0.236,0.341,0.104,0.341,0.1,0.338,-0.195,0.338,-0.19,0.338,-0.265,0.338,-0.27,,,,,,,,
0.181,0.241,0.181,0.239,0.342,0.106,0.342,0.101,0.337,-0.198,0.337,-0.199,0.337,-0.279,0.337,-0.274,,,,,,,,
0.181,0.252,0.181,0.235,0.342,0.092,0.342,0.097,0.336,-0.205,0.336,-0.201,0.336,-0.274,0.336,-0.276,,,,,,,,
0.181,0.25,0.181,0.232,0.343,0.091,0.343,0.089,0.335,-0.207,0.335,-0.207,0.335,-0.281,0.335,-0.273,,,,,,,,
0.181,0.259,0.181,0.244,0.343,0.095,0.343,0.092,0.334,-0.218,0.334,-0.216,0.334,-0.284,0.334,-0.282,,,,,,,,
0.182,0.242,0.182,0.232,0.344,0.091,0.344,0.095,0.333,-0.221,0.333,-0.221,0.333,-0.288,0.333,-0.293,,,,,,,,
0.182,0.256,0.182,0.233,0.344,0.094,0.344,0.084,0.332,-0.23,0.332,-0.221,0.332,-0.297,0.332,-0.288,,,,,,,,
0.182,0.252,0.182,0.235,0.344,0.081,0.344,0.081,0.331,-0.236,0.331,-0.233,0.331,-0.301,0.331,-0.29,,,,,,,,
0.182,0.253,0.182,0.239,0.345,0.091,0.345,0.088,0.33,-0.241,0.33,-0.241,0.33,-0.304,0.33,-0.302,,,,,,,,
0.183,0.245,0.183,0.235,0.345,0.083,0.345,0.078,0.329,-0.241,0.329,-0.244,0.329,-0.308,0.329,-0.305,,,,,,,,
0.183,0.264,0.183,0.239,0.346,0.089,0.346,0.08,0.328,-0.256,0.328,-0.248,0.328,-0.308,0.328,-0.307,,,,,,,,
0.183,0.258,0.183,0.238,0.346,0.08,0.346,0.078,0.327,-0.262,0.327,-0.253,0.327,-0.317,0.327,-0.313,,,,,,,,
0.183,0.256,0.183,0.239,0.347,0.078,0.347,0.083,0.326,-0.267,0.326,-0.265,0.326,-0.32,0.326,-0.319,,,,,,,,
0.184,0.247,0.184,0.242,0.347,0.08,0.347,0.075,0.325,-0.271,0.325,-0.265,0.325,-0.327,0.325,-0.327,,,,,,,,
0.184,0.256,0.184,0.236,0.348,0.08,0.348,0.078,0.324,-0.279,0.324,-0.279,0.324,-0.334,0.324,-0.33,,,,,,,,
0.184,0.264,0.184,0.235,0.348,0.074,0.348,0.071,0.323,-0.29,0.323,-0.278,0.323,-0.339,0.323,-0.334,,,,,,,,
0.184,0.261,0.184,0.252,0.349,0.083,0.349,0.066,0.322,-0.296,0.322,-0.293,0.322,-0.343,0.322,-0.336,,,,,,,,
0.185,0.242,0.185,0.238,0.349,0.075,0.349,0.077,0.321,-0.297,0.321,-0.294,0.321,-0.347,0.321,-0.342,,,,,,,,
0.185,0.264,0.185,0.241,0.35,0.075,0.35,0.068,0.32,-0.301,0.32,-0.296,0.32,-0.348,0.32,-0.345,,,,,,,,
0.185,0.258,0.185,0.242,0.35,0.072,0.35,0.071,0.319,-0.304,0.319,-0.302,0.319,-0.354,0.319,-0.351,,,,,,,,
0.185,0.259,0.185,0.245,0.351,0.071,0.351,0.069,0.318,-0.31,0.318,-0.301,0.318,-0.351,0.318,-0.35,,,,,,,,
0.186,0.256,0.186,0.241,0.351,0.072,0.351,0.071,0.317,-0.314,0.317,-0.307,0.317,-0.354,0.317,-0.354,,,,,,,,
0.186,0.265,0.186,0.238,0.352,0.074,0.352,0.068,0.316,-0.314,0.316,-0.307,0.316,-0.36,0.316,-0.345,,,,,,,,
